province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
Anhui,China,35.86166,104.195397,779,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,315,2,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,292,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,239,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,195,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,88,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,52,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 16:07,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,315,2,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,292,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,239,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,208,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,88,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,54,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 16:21,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,315,2,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,292,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,250,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,208,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,88,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,54,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 17:34,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,326,2,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,292,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,250,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,208,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,88,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,54,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 17:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,326,2,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,292,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,250,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,208,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,90,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,54,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 17:59,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,326,2,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,307,6,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,293,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,250,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,208,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,206,2,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,195,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,140,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,128,2,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,115,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,105,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,96,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,90,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,79,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,78,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,54,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,45,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,45,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,26,1,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,18,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,17,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,10,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,09-02-20 20:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,27100,780,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,1120,1,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1075,0,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,1033,6,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,838,1,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,779,1,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,740,0,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,468,0,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,446,2,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,435,1,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,386,1,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,326,2,,09-02-20 21:53,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
